_id,locationLongitude,locationCountry,merchantCategoryCode,description,type,merchantName,currencyAmount,locationRegion,source,locationCity,originationDateTime,locationPostalCode,customerId,merchantId,locationLatitude,id,locationStreet,accountId,categoryTags
ObjectId("5db4f9dcbf2b03355cd09b1a"),-79.4198443903,CA,5814,MCDONALD'S #1975 QPS,CreditCardTransaction,McDonald's,4.54,ON,POS,North York,2019-10-16T13:18:00Z,M5M 3Z8,7b3f0db2-46ad-4be0-b67b-f1dd7f9c6f01,e55dabf7-ef5d-476e-9a02-ad82e39a4207,43.7325313463,7b3f0db2-003e4d60-24a5-45e3-8ee9-a48433bda861,1890 Avenue Rd,dc665933-fae9-48d3-8c43-1e4f8973f45f,"["Food and Dining"]"
ObjectId("5db4f9dcbf2b03355cd09b1e"),-79.4184484887,CA,5814,STARBUCKS #4207,CreditCardTransaction,Starbucks,4.49,ON,POS,North York,2019-07-17T09:15:00Z,M5M 3Y6,7b3f0db2-46ad-4be0-b67b-f1dd7f9c6f01,06e55064-7a41-4e8b-94ed-714948bb6610,43.7286985473,7b3f0db2-03986375-bb51-43f2-834f-18ab4c76e22d,1740 Avenue Rd,dc665933-fae9-48d3-8c43-1e4f8973f45f,"["Food and Dining"]"
ObjectId("5db4f9dcbf2b03355cd09b25"),-79.4191798327,CA,5814,STARBUCKS #4606,CreditCardTransaction,Starbucks,4.38,ON,POS,North York,2019-06-22T07:00:00Z,M5M 3Z9,7b3f0db2-46ad-4be0-b67b-f1dd7f9c6f01,4f58bb83-4f4a-4d57-9a92-4fcfba1bafa0,43.7325907574,7b3f0db2-0ca20a52-2b16-4c5c-94f0-87293a09d060,1887 Avenue Rd,dc665933-fae9-48d3-8c43-1e4f8973f45f,"["Food and Dining"]"
ObjectId("5db4f9dcbf2b03355cd09b42"),-79.3963926326,CA,5812,HARVEYS 0008899 QPS,CreditCardTransaction,Harvey's,94.15,ON,POS,Toronto,2019-07-03T09:49:00Z,M4P 1G6,7b3f0db2-46ad-4be0-b67b-f1dd7f9c6f01,aff35a48-5d73-40eb-a5e8-4d1e98db2b68,43.7068803002,7b3f0db2-2f2b1ef6-358f-4871-8532-1dff8b4c0993,49 Eglinton Ave E,dc665933-fae9-48d3-8c43-1e4f8973f45f,"["Food and Dining"]"
ObjectId("5db4f9ddbf2b03355cd09bd3"),-79.186289481,CA,5814,STARBUCKS #24248,CreditCardTransaction,Starbucks,4.50,ON,POS,Scarborough,2019-04-24T15:04:00Z,M1C 1A4,30ddb4f8-3e7c-4eba-bca2-9721e47119a8,aa27ec38-ba90-4b14-aa9c-7c4fe28f1193,43.783886853,30ddb4f8-00e989f8-3973-4b02-ae2e-35cdac54d178,1265 Military Trl,7a074268-faaf-469d-a46b-5e8cc4eda7b6,"["Food and Dining"]"
ObjectId("5db4f9ddbf2b03355cd09bd5"),-79.1849006076,CA,5814,STARBUCKS #4777,CreditCardTransaction,Starbucks,4.65,ON,POS,Scarborough,2019-09-06T12:20:00Z,M1E 3E6,30ddb4f8-3e7c-4eba-bca2-9721e47119a8,f59400c1-b5ec-4a4b-bfc6-e1f172512cd4,43.7701222866,30ddb4f8-03d324f6-60df-4c19-a0aa-5fc3e8fb1c36,255 Morningside Ave,7a074268-faaf-469d-a46b-5e8cc4eda7b6,"["Food and Dining"]"
ObjectId("5db4f9ddbf2b03355cd09bd7"),-79.192925127,CA,5814,TIM HORTONS #999 _F,CreditCardTransaction,Tim Hortons,4.26,ON,POS,Scarborough,2019-08-15T14:42:00Z,M1K 5E9,30ddb4f8-3e7c-4eba-bca2-9721e47119a8,843e250b-e8b6-40a5-af97-f4da1ed0a491,43.786606514,30ddb4f8-0b128000-d381-40c2-8ad7-696653722085,755 Morningside Ave,7a074268-faaf-469d-a46b-5e8cc4eda7b6,"["Food and Dining"]"
ObjectId("5db4f9ddbf2b03355cd09bd9"),-79.1903416534,CA,5812,SWISS CHALET 9958,CreditCardTransaction,Swiss Chalet,104.63,ON,POS,Scarborough,2019-06-18T09:19:00Z,M1E 2N5,30ddb4f8-3e7c-4eba-bca2-9721e47119a8,ed64992a-e708-43b4-bc62-d9b92721e81b,43.7682316805,30ddb4f8-0bf86e59-6259-425c-ad3e-bc9ef32ffd77,4410 Kingston Rd,7a074268-faaf-469d-a46b-5e8cc4eda7b6,"["Food and Dining"]"
ObjectId("5db4f9ddbf2b03355cd09be4"),-79.2580219048,CA,5651,GAP 4518,CreditCardTransaction,Gap,101.82,ON,POS,Scarborough,2019-04-23T15:00:00Z,M1P 4P5,30ddb4f8-3e7c-4eba-bca2-9721e47119a8,5d1823fb-7f6c-49d2-a261-e60de4f4afa3,43.7762918562,30ddb4f8-1cb53726-e511-49e5-9b33-73931ac5f7dd,300 Borough Dr,7a074268-faaf-469d-a46b-5e8cc4eda7b6,"["Shopping"]"
ObjectId("5db4f9ddbf2b03355cd09be8"),-79.252816824,CA,5651,WINNERS 999,CreditCardTransaction,Winners,104.97,ON,POS,Scarborough,2019-05-21T11:14:00Z,M1S 3P6,30ddb4f8-3e7c-4eba-bca2-9721e47119a8,9ffdbdca-9ed2-469e-a5ad-2e4a83f98199,43.782838377,30ddb4f8-1ed5e3e2-adb1-4695-a68a-21f6388e97a1,45 Milner Ave,7a074268-faaf-469d-a46b-5e8cc4eda7b6,"["Shopping"]"
ObjectId("5db4f9ddbf2b03355cd09be9"),-79.2329042726,CA,5812,SWISS CHALET 0897,CreditCardTransaction,Swiss Chalet,108.04,ON,POS,Scarborough,2019-08-13T09:40:00Z,M1J 2E4,30ddb4f8-3e7c-4eba-bca2-9721e47119a8,2a5dfb56-0b6d-4ef5-9f32-a13cb8322900,43.7406024146,30ddb4f8-1f3f2306-4fde-45d8-8adb-c0ccee4ac495,2990 Eglinton Ave E,7a074268-faaf-469d-a46b-5e8cc4eda7b6,"["Food and Dining"]"
ObjectId("5db4f9ddbf2b03355cd09bfd"),-79.2291360962,CA,5651,WINNERS 889,CreditCardTransaction,Winners,103.75,ON,POS,Scarborough,2019-06-18T13:37:00Z,M1G 1P7,30ddb4f8-3e7c-4eba-bca2-9721e47119a8,f8fbf1ef-a463-4da8-b2db-062c2788d2e2,43.7587473241,30ddb4f8-51330a46-e434-41ef-a05c-59f4aae742e5,3495 Lawrence Ave E,7a074268-faaf-469d-a46b-5e8cc4eda7b6,"["Shopping"]"
ObjectId("5db4f9ddbf2b03355cd09c0e"),-79.1984850748,CA,5812,SWISS CHALET 4889,CreditCardTransaction,Swiss Chalet,116.86,ON,POS,Scarborough,2019-10-08T13:05:00Z,M1B 3C3,30ddb4f8-3e7c-4eba-bca2-9721e47119a8,8682b600-fa08-4b9e-8ec5-8d4bae9891b3,43.8001436044,30ddb4f8-6f5499ac-739c-4704-8104-020849573942,853 Milner Ave,7a074268-faaf-469d-a46b-5e8cc4eda7b6,"["Food and Dining"]"
ObjectId("5db4f9ddbf2b03355cd09c51"),-79.3209681797,CA,5814,TIM HORTONS #979 _F,CreditCardTransaction,Tim Hortons,4.75,ON,POS,Scarborough,2019-07-03T09:43:00Z,M1T 1A1,301048c3-314f-41b3-bd6d-04def4ab4e86,62e0997e-b40c-4bec-97dd-45eabefc6ac8,43.7718509751,301048c3-032fdbc6-11f5-4a22-995b-c6520b6054a4,2501 Victoria Park Ave,56fa817b-3ea9-4828-84e9-87d102a4b2cb,"["Food and Dining"]"
ObjectId("5db4f9debf2b03355cd09d59"),-79.399083527,CA,7997,GOODLIFE FITNESS,CreditCardTransaction,Goodlife Fitness,32.31,ON,POS,Toronto,2019-08-28T09:03:00Z,M4P 1E4,6a795a6a-bd80-4335-856d-b3439e08f3e7,3161df1c-1b2c-4201-85c4-49c05d73bc19,43.707157574,6a795a6a-006b1c98-2877-4ddd-97d9-6c327328959f,2300 Yonge St,c136c700-27bf-44e4-9d7a-cc42c506a5d1,"["Health and Fitness"]"
ObjectId("5db4f9debf2b03355cd09d64"),-79.4063658398,CA,7997,GOODLIFE FITNESS,CreditCardTransaction,Goodlife Fitness,32.52,ON,POS,North York,2019-10-23T07:50:00Z,M2P 2E3,6a795a6a-bd80-4335-856d-b3439e08f3e7,a9433a8b-b9f2-47bd-8da7-db3c3ff7e4c7,43.7449095538,6a795a6a-087a1ab6-5641-4327-9721-719a940e52a1,4025 Yonge St,c136c700-27bf-44e4-9d7a-cc42c506a5d1,"["Health and Fitness"]"
ObjectId("5db4f9debf2b03355cd09dad"),-79.3953012999,CA,7997,GOODLIFE FITNESS,CreditCardTransaction,Goodlife Fitness,32.73,ON,POS,Toronto,2019-06-05T08:57:00Z,M4P 1A6,6a795a6a-bd80-4335-856d-b3439e08f3e7,169b6dc8-3053-441a-ba16-8c8e7534b65c,43.7078067683,6a795a6a-53873431-5277-4bcc-a2b1-402f11a77cba,110 Eglinton Ave E,c136c700-27bf-44e4-9d7a-cc42c506a5d1,"["Health and Fitness"]"
ObjectId("5db4f9debf2b03355cd09ded"),,,4511,AIR TRANSAT 1883550939128TORONTO,DepositAccountTransaction,Air Transat,685.00,,,,2019-09-17T00:00:00.001Z,,6a795a6a-bd80-4335-856d-b3439e08f3e7,c2b1b5f5-6e4c-4c82-ab6e-82745538bd0d,,6a795a6a-9358c6c7-5f72-4118-b279-adf12424f6d0,,6c4ddad7-a414-49fa-bd2c-bc19341e3bb6,"["Travel"]"
ObjectId("5db4f9dfbf2b03355cd09e53"),-79.3977869613,CA,5814,TIM HORTONS #292 _F,CreditCardTransaction,Tim Hortons,4.50,ON,POS,Toronto,2019-08-29T09:01:00Z,M5S 1V4,6456e336-1975-4380-9956-bd2576e00df4,e675aec9-2c1f-4aaf-b2c3-4c446b918eca,43.6683137637,6456e336-00a6540d-5d2d-44a7-8319-4e74a9b58014,246 Bloor St W,90a137b4-d00c-4193-9ec5-f4bb96c02d9c,"["Food and Dining"]"
ObjectId("5db4f9dfbf2b03355cd09e54"),-79.3974142607,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,10.95,ON,POS,Toronto,2019-09-11T13:43:00Z,,6456e336-1975-4380-9956-bd2576e00df4,5772341e-72b8-47d4-af7f-e87b56e7e4df,43.668792114,6456e336-00bf69ea-48e8-4053-a277-0b76f7778486,9 Bedford Rd,90a137b4-d00c-4193-9ec5-f4bb96c02d9c,"["Shopping"]"
ObjectId("5db4f9dfbf2b03355cd09e56"),-79.3935490887,CA,5814,STARBUCKS #17340,CreditCardTransaction,Starbucks,4.44,ON,POS,Toronto,2019-08-08T13:32:00Z,M5S 2X9,6456e336-1975-4380-9956-bd2576e00df4,3f2abb6b-da3c-4936-9ba1-2d50c494749d,43.6692027462,6456e336-01c28a7a-7d15-4eba-8a04-e02c5db3d9c9,150 Bloor St W,90a137b4-d00c-4193-9ec5-f4bb96c02d9c,"["Food and Dining"]"
ObjectId("5db4f9dfbf2b03355cd09e58"),-79.391130799,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,8.74,ON,POS,Toronto,2019-05-17T15:30:00Z,,6456e336-1975-4380-9956-bd2576e00df4,9d7e7147-50f7-4daf-84fa-c1b9a1b79db6,43.67136086,6456e336-037e0590-6f77-4c70-a42d-30994dca4106,74 Yorkville Ave,90a137b4-d00c-4193-9ec5-f4bb96c02d9c,"["Shopping"]"
ObjectId("5db4f9dfbf2b03355cd09e59"),-79.395430209,CA,5814,MCDONALD'S #40764 QPS,CreditCardTransaction,McDonald's,4.60,ON,POS,Toronto,2019-08-15T08:16:00Z,M5T 1S8,6456e336-1975-4380-9956-bd2576e00df4,794f8bf7-1086-4d15-aac3-8e435dd95156,43.668668674,6456e336-038039b4-3a2c-4797-a0cb-f11553f029cc,196 Bloor St W,90a137b4-d00c-4193-9ec5-f4bb96c02d9c,"["Food and Dining"]"
ObjectId("5db4f9dfbf2b03355cd09e5e"),-79.3911913127,CA,5812,SWISS CHALET 7217,CreditCardTransaction,Swiss Chalet,108.10,ON,POS,Toronto,2019-08-18T09:49:00Z,M5G 1Z5,6456e336-1975-4380-9956-bd2576e00df4,bfa036e9-7bfd-4847-a8fc-319bdecdd6a7,43.6590163089,6456e336-064659c0-1a1a-415c-a4ce-ca50027bed62,700 University Ave,90a137b4-d00c-4193-9ec5-f4bb96c02d9c,"["Food and Dining"]"
ObjectId("5db4f9dfbf2b03355cd09e61"),-79.3886879635,CA,7997,GOODLIFE FITNESS,CreditCardTransaction,Goodlife Fitness,31.39,ON,POS,Toronto,2019-08-13T16:04:00Z,M4W 1A5,6456e336-1975-4380-9956-bd2576e00df4,ed438f81-e2f7-4248-89af-b703b11e82c7,43.6696411702,6456e336-086c5f2f-2376-4b0d-8dbb-21a7199f2947,55 Bloor St W,90a137b4-d00c-4193-9ec5-f4bb96c02d9c,"["Health and Fitness"]"
ObjectId("5db4f9dfbf2b03355cd09e7e"),-79.3902018984,CA,7997,GOODLIFE FITNESS,CreditCardTransaction,Goodlife Fitness,32.09,ON,POS,Toronto,2019-08-27T12:24:00Z,M5S 2V1,6456e336-1975-4380-9956-bd2576e00df4,e4711fe5-4736-4bc1-a176-c81bcd84375c,43.6698935128,6456e336-166e5a17-3bf6-4231-a0d9-f3be99673bd7,80 Bloor St W,90a137b4-d00c-4193-9ec5-f4bb96c02d9c,"["Health and Fitness"]"
ObjectId("5db4f9dfbf2b03355cd09e9a"),-79.4045864259,CA,5812,SWISS CHALET 7538,CreditCardTransaction,Swiss Chalet,115.96,ON,POS,Toronto,2019-10-13T15:12:00Z,M5S 1W9,6456e336-1975-4380-9956-bd2576e00df4,98f065a7-171f-46ed-9373-354abf1e3f0f,43.6667737043,6456e336-2dad66f1-d430-4639-a646-37cd544f31e3,346 Bloor St W,90a137b4-d00c-4193-9ec5-f4bb96c02d9c,"["Food and Dining"]"
ObjectId("5db4f9dfbf2b03355cd09f98"),-79.4056213145,CA,5921,LCBO #15,CreditCardTransaction,LCBO,33.00,ON,POS,Toronto,2019-07-15T16:31:00Z,M5R 1V7,6456e336-1975-4380-9956-bd2576e00df4,b5b9531b-de46-4230-9405-9c0ba43ceabf,43.6754400365,6456e336-d92ba5cb-aaea-4351-8c1e-28cf55fd45b0,232 Dupont St,90a137b4-d00c-4193-9ec5-f4bb96c02d9c,"["Food and Dining"]"
ObjectId("5db4f9dfbf2b03355cd09f9c"),-79.3849250301,CA,7997,GOODLIFE FITNESS,CreditCardTransaction,Goodlife Fitness,32.43,ON,POS,Toronto,2019-10-22T16:42:00Z,M4W 3G8,6456e336-1975-4380-9956-bd2576e00df4,b11ca242-8a54-4df5-94f5-574fbcfdd731,43.6712940504,6456e336-d9e4439f-eccb-498d-a1f0-be57de42123b,8 Park Rd,90a137b4-d00c-4193-9ec5-f4bb96c02d9c,"["Health and Fitness"]"
ObjectId("5db4f9dfbf2b03355cd09fe5"),-79.478412376,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,12.89,ON,POS,York,2019-06-20T09:05:00Z,,decbd4aa-e1d9-4bc4-ae1a-ebee2c435a59,15dab313-30f8-48fa-9d53-a5c8cf8ed21a,43.689884238,decbd4aa-002a5c98-d886-4410-a33c-5cdd4044ca31,2700 Eglinton Ave W,30a49a5c-8fa1-47bc-8738-d0572f9a6c4d,"["Shopping"]"
ObjectId("5db4f9dfbf2b03355cd09fe8"),-79.4880596951,CA,5541,PETROCAN #68099,CreditCardTransaction,Petro-Canada,35.98,ON,POS,North York,2019-10-02T07:30:00Z,M6L 1C3,decbd4aa-e1d9-4bc4-ae1a-ebee2c435a59,88e96322-2e32-4a51-a3bf-0b24b8836b63,43.7059533959,decbd4aa-044b5e86-13a2-4c35-805e-1d457f246fbe,1571 Lawrence Ave W,30a49a5c-8fa1-47bc-8738-d0572f9a6c4d,"["Auto and Transport"]"
ObjectId("5db4f9dfbf2b03355cd09fe9"),-79.4722235629,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,14.73,ON,POS,York,2019-06-22T11:04:00Z,,decbd4aa-e1d9-4bc4-ae1a-ebee2c435a59,6cc8aa04-3650-4254-a201-dde3a1ffdcfb,43.6903575949,decbd4aa-04f83902-5813-4319-b1e0-cc41d1168702,301 Scott Rd,30a49a5c-8fa1-47bc-8738-d0572f9a6c4d,"["Shopping"]"
ObjectId("5db4f9dfbf2b03355cd09fea"),-79.490260781,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,13.33,ON,POS,York,2019-09-14T08:02:00Z,,decbd4aa-e1d9-4bc4-ae1a-ebee2c435a59,e8045354-eb1d-4f0f-8c5b-421ce07618e7,43.687567718,decbd4aa-05ca6569-926a-4e42-82ed-077473f0d63b,1169 Weston Rd,30a49a5c-8fa1-47bc-8738-d0572f9a6c4d,"["Shopping"]"
ObjectId("5db4f9dfbf2b03355cd09fee"),-79.4774781415,CA,5814,TIM HORTONS #142 _F,CreditCardTransaction,Tim Hortons,4.54,ON,POS,North York,2019-06-13T12:41:00Z,M6M 4A2,decbd4aa-e1d9-4bc4-ae1a-ebee2c435a59,5f49c507-3042-465b-978a-07803433bf19,43.7076749519,decbd4aa-0711e9bf-34d0-4068-a5c5-1fbe7a9044a7,2355 Keele St,30a49a5c-8fa1-47bc-8738-d0572f9a6c4d,"["Food and Dining"]"
ObjectId("5db4f9dfbf2b03355cd09ff0"),-79.473413084,CA,5814,MCDONALD'S #14880 QPS,CreditCardTransaction,McDonald's,4.46,ON,POS,North York,2019-08-02T18:06:00Z,M6L 1A5,decbd4aa-e1d9-4bc4-ae1a-ebee2c435a59,30b97e94-0a53-441d-a57c-ff189140c42b,43.70917554,decbd4aa-0828b6b2-9325-41b1-ad09-070f32551ad3,1305 Lawrence Ave W,30a49a5c-8fa1-47bc-8738-d0572f9a6c4d,"["Food and Dining"]"
ObjectId("5db4f9dfbf2b03355cd09ff7"),-79.489215617,CA,5814,TIM HORTONS #892 _F,CreditCardTransaction,Tim Hortons,4.51,ON,POS,North York,2019-10-18T16:59:00Z,M3M 0B2,decbd4aa-e1d9-4bc4-ae1a-ebee2c435a59,49d4fe3b-10bb-4d69-87ce-02ff23a69fda,43.724258185,decbd4aa-0beae131-e03e-4422-80e4-358e59096a0a,1235 Wilson Ave,30a49a5c-8fa1-47bc-8738-d0572f9a6c4d,"["Food and Dining"]"
ObjectId("5db4f9dfbf2b03355cd09ff9"),-79.476926478,CA,5411,METRO #888,CreditCardTransaction,Metro,46.07,ON,POS,North York,2019-05-22T18:42:00Z,M6L 1A4,decbd4aa-e1d9-4bc4-ae1a-ebee2c435a59,2ae3b2fb-062c-4eb1-b3c0-c8ce766aaa23,43.708499534,decbd4aa-0ed7bff8-4760-45f9-ae0e-771ad81f3a97,1411 Lawrence Ave W,30a49a5c-8fa1-47bc-8738-d0572f9a6c4d,"["Food and Dining"]"
ObjectId("5db4f9dfbf2b03355cd0a001"),-79.473413084,CA,5411,WAL-MART SUPERSTORE#8769,CreditCardTransaction,Walmart,54.43,ON,POS,North York,2019-04-17T17:52:00Z,,decbd4aa-e1d9-4bc4-ae1a-ebee2c435a59,0ddbe410-0451-49fd-9884-da53896838c5,43.70917554,decbd4aa-11042662-014a-4359-adda-fe8bac14392b,1305 Lawrence Ave W,30a49a5c-8fa1-47bc-8738-d0572f9a6c4d,"["Food and Dining"]"
ObjectId("5db4f9dfbf2b03355cd0a01b"),-79.481531207,CA,5541,PETROCAN #89912,CreditCardTransaction,Petro-Canada,33.79,ON,POS,North York,2019-08-31T13:27:00Z,M3M 2E9,decbd4aa-e1d9-4bc4-ae1a-ebee2c435a59,bcc169a1-10ae-4986-88df-9186cf896b55,43.7263538286,decbd4aa-20d6772e-1fb7-43a1-85be-20bee32c23b2,2747 Keele St,30a49a5c-8fa1-47bc-8738-d0572f9a6c4d,"["Auto and Transport"]"
ObjectId("5db4f9dfbf2b03355cd0a022"),-79.4554798051,CA,5812,HARVEYS 0002282 QPS,CreditCardTransaction,Harvey's,108.70,ON,POS,North York,2019-08-14T17:10:00Z,M6A 2S6,decbd4aa-e1d9-4bc4-ae1a-ebee2c435a59,f9432ca1-ed4d-4da6-81f4-9db4e2866d69,43.715413325,decbd4aa-2392b2d0-cbb2-4967-95b8-c109ff94295c,3120 Dufferin St,30a49a5c-8fa1-47bc-8738-d0572f9a6c4d,"["Food and Dining"]"
ObjectId("5db4f9dfbf2b03355cd0a06f"),-79.5075450217,CA,5541,PETROCAN #92738,CreditCardTransaction,Petro-Canada,34.64,ON,POS,North York,2019-06-28T10:26:00Z,M9N 2V1,decbd4aa-e1d9-4bc4-ae1a-ebee2c435a59,215c5b31-8c94-470d-9532-2f952962bb0c,43.7151317301,decbd4aa-609c91d2-068a-462f-88f2-88c68936da39,2012 Jane St,30a49a5c-8fa1-47bc-8738-d0572f9a6c4d,"["Auto and Transport"]"
ObjectId("5db4f9e0bf2b03355cd0a181"),-79.606839866,CA,5814,TIM HORTONS #388 _F,CreditCardTransaction,Tim Hortons,4.77,ON,POS,Etobicoke,2019-06-21T14:16:00Z,M9W 5L7,98e4b2ba-75fe-4794-aa75-83a4ef25b56a,35c6998c-568d-4c01-9de7-61ff4b25cfbf,43.729166545,98e4b2ba-00122bba-4d99-429d-80a6-a6d69b8ebd8e,205 Humber College Blvd,9bfb8e5e-6b8f-4695-9b48-73c06b28be50,"["Food and Dining"]"
ObjectId("5db4f9e0bf2b03355cd0a182"),-79.612070048,CA,5814,TIM HORTONS #436 _F,CreditCardTransaction,Tim Hortons,4.34,ON,POS,Etobicoke,2019-08-08T18:05:00Z,M9W 5R1,98e4b2ba-75fe-4794-aa75-83a4ef25b56a,5891b77c-e750-4c15-9a4b-d7cfbced6f7d,43.740044178,98e4b2ba-0053c1a2-3969-4c68-9319-29debd4dfd2e,110 Carrier Dr,9bfb8e5e-6b8f-4695-9b48-73c06b28be50,"["Food and Dining"]"
ObjectId("5db4f9e0bf2b03355cd0a184"),-79.617313153,CA,5814,TIM HORTONS #529 _F,CreditCardTransaction,Tim Hortons,4.47,ON,POS,Etobicoke,2019-08-15T16:38:00Z,M9W 0A6,98e4b2ba-75fe-4794-aa75-83a4ef25b56a,039f9dc3-71d1-44e8-a787-b7104f7ed2a0,43.734574728,98e4b2ba-03b24b46-757f-424b-9d0a-767fbdc58d95,6897 Finch Ave W,9bfb8e5e-6b8f-4695-9b48-73c06b28be50,"["Food and Dining"]"
ObjectId("5db4f9e0bf2b03355cd0a1a2"),-79.5974457905,CA,5812,THE KEG STEAKHOUSE 869,CreditCardTransaction,The Keg Steakhouse + Bar,113.22,ON,POS,Etobicoke,2019-04-25T17:14:00Z,M9W 1J8,98e4b2ba-75fe-4794-aa75-83a4ef25b56a,96d89589-c141-4f76-a51d-ec53801d9860,43.6862655987,98e4b2ba-37267ccd-4eba-4a0c-8a08-3ec3425c0c05,927 Dixon Rd,9bfb8e5e-6b8f-4695-9b48-73c06b28be50,"["Food and Dining"]"
ObjectId("5db4f9e0bf2b03355cd0a239"),-79.4435963435,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,11.00,ON,POS,Toronto,2019-08-20T15:39:00Z,,f7ff4d9d-f9bf-420c-9b70-16f635818bf6,1c2fc6da-bd44-4928-8fda-08796eba160a,43.6784977279,f7ff4d9d-0074637d-e52a-45b6-a92a-fbefea27be00,7 Norton Ave,6ade312c-217d-49e9-9591-cc60e516b319,"["Shopping"]"
ObjectId("5db4f9e0bf2b03355cd0a23c"),-79.4675566067,CA,5812,HARVEYS 0003188 QPS,CreditCardTransaction,Harvey's,109.40,ON,POS,Toronto,2019-08-19T12:24:00Z,M6N 3E3,f7ff4d9d-f9bf-420c-9b70-16f635818bf6,eff76f63-eb73-4e60-a5ea-fe5f08feda53,43.6711278539,f7ff4d9d-016282cc-4a90-42aa-817c-bbe673a8cf3c,590 Keele St,6ade312c-217d-49e9-9591-cc60e516b319,"["Food and Dining"]"
ObjectId("5db4f9e0bf2b03355cd0a23d"),-79.4437273342,CA,5814,TIM HORTONS #892 _F,CreditCardTransaction,Tim Hortons,4.52,ON,POS,Toronto,2019-07-10T08:47:00Z,M6E 1B4,f7ff4d9d-f9bf-420c-9b70-16f635818bf6,624d93bd-6f0a-4909-a169-269e3bda13c2,43.6780979199,f7ff4d9d-03388d73-e4e0-4014-a1a4-2f66de4a6ece,1176 St Clair Ave W,6ade312c-217d-49e9-9591-cc60e516b319,"["Food and Dining"]"
ObjectId("5db4f9e0bf2b03355cd0a23e"),-79.47317365,CA,5411,METRO #978,CreditCardTransaction,Metro,63.27,ON,POS,Toronto,2019-06-27T11:43:00Z,M6N 1K5,f7ff4d9d-f9bf-420c-9b70-16f635818bf6,fe6a1572-4e3a-4160-8895-d50792541763,43.669651148,f7ff4d9d-03d302e0-8bc4-4f25-bf3a-c9aa6f31f5f8,2155 St Clair Ave W,6ade312c-217d-49e9-9591-cc60e516b319,"["Food and Dining"]"
ObjectId("5db4f9e0bf2b03355cd0a23f"),-79.4451427358,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,11.00,ON,POS,Toronto,2019-09-21T10:29:00Z,,f7ff4d9d-f9bf-420c-9b70-16f635818bf6,9a4d39ff-132a-41a4-ae06-b8a8cac83c10,43.6768452443,f7ff4d9d-046a1df8-bdc5-4649-97b7-af3ebddf057f,91 Via Italia,6ade312c-217d-49e9-9591-cc60e516b319,"["Shopping"]"
ObjectId("5db4f9e0bf2b03355cd0a243"),-79.447615764,CA,7523,TORONTO PARKING AUTHORITY,CreditCardTransaction,Toronto Parking Authority,11.00,ON,POS,Toronto,2019-05-09T18:52:00Z,,f7ff4d9d-f9bf-420c-9b70-16f635818bf6,189fa30b-1de4-4a61-829c-7ecd21e69893,43.676294786,f7ff4d9d-072e32b5-238b-45d3-9fe1-699c43c5df33,141 Greenlaw Ave,6ade312c-217d-49e9-9591-cc60e516b319,"["Shopping"]"
ObjectId("5db4f9e0bf2b03355cd0a244"),-79.4853049404,CA,5411,WAL-MART SUPERSTORE#9982,CreditCardTransaction,Walmart,77.72,ON,POS,York,2019-08-01T18:49:00Z,,f7ff4d9d-f9bf-420c-9b70-16f635818bf6,960b9c11-6c7e-4589-882b-e120d0beff9d,43.6680668944,f7ff4d9d-08015b7b-760f-4e1d-b931-241e405c7de0,2525 St Clair Ave W,6ade312c-217d-49e9-9591-cc60e516b319,"["Food and Dining"]"
ObjectId("5db4f9e0bf2b03355cd0a24a"),-79.439506547,CA,5814,MCDONALD'S #4914 QPS,CreditCardTransaction,McDonald's,4.46,ON,POS,Toronto,2019-09-13T12:44:00Z,M6H 1A5,f7ff4d9d-f9bf-420c-9b70-16f635818bf6,269b114f-8d65-43b9-b75f-8471a2a7a724,43.6682913454,f7ff4d9d-0b04d4ff-f5aa-4769-a516-bee7e53f03c0,1185 Dupont St,6ade312c-217d-49e9-9591-cc60e516b319,"["Food and Dining"]"
ObjectId("5db4f9e0bf2b03355cd0a24c"),-79.4434299266,CA,5814,MCDONALD'S #13612 QPS,CreditCardTransaction,McDonald's,4.52,ON,POS,Toronto,2019-04-25T14:27:00Z,M6E 1B4,f7ff4d9d-f9bf-420c-9b70-16f635818bf6,a7048c5c-dda4-4709-b395-b1babe1a41d5,43.6781876839,f7ff4d9d-0b7e6255-9d5d-441d-a39b-e967628f47e4,1168 St Clair Ave W,6ade312c-217d-49e9-9591-cc60e516b319,"["Food and Dining"]"
